"Plot Title: 21741109-B"
"#","Date Time, GMT-04:00","Temp, °F (LGR S/N: 21741109, SEN S/N: 21741109)","Intensity, lum/ft² (LGR S/N: 21741109, SEN S/N: 21741109)","Coupler Attached (LGR S/N: 21741109)","Host Connected (LGR S/N: 21741109)","Stopped (LGR S/N: 21741109)","End Of File (LGR S/N: 21741109)"
83,06/21/23 04:30:00 AM,63.797,0.0,,,,
84,06/21/23 04:45:00 AM,63.797,0.0,,,,
85,06/21/23 05:00:00 AM,63.626,0.0,,,,
86,06/21/23 05:15:00 AM,63.797,0.0,,,,
87,06/21/23 05:30:00 AM,63.626,0.0,,,,
88,06/21/23 05:45:00 AM,63.455,0.0,,,,
89,06/21/23 06:00:00 AM,62.940,0.0,,,,
90,06/21/23 06:15:00 AM,62.940,1.0,,,,
91,06/21/23 06:30:00 AM,62.769,1.0,,,,
92,06/21/23 06:45:00 AM,62.598,2.0,,,,
93,06/21/23 07:00:00 AM,62.598,3.0,,,,
94,06/21/23 07:15:00 AM,62.769,4.0,,,,
95,06/21/23 07:30:00 AM,62.940,7.0,,,,
96,06/21/23 07:45:00 AM,63.111,8.0,,,,
97,06/21/23 08:00:00 AM,63.111,11.0,,,,
98,06/21/23 08:15:00 AM,63.282,11.0,,,,
99,06/21/23 08:30:00 AM,63.455,11.0,,,,
100,06/21/23 08:45:00 AM,63.282,12.0,,,,
101,06/21/23 09:00:00 AM,62.598,9.0,,,,
102,06/21/23 09:15:00 AM,62.083,10.0,,,,
103,06/21/23 09:30:00 AM,62.254,12.0,,,,
104,06/21/23 09:45:00 AM,62.425,15.0,,,,
105,06/21/23 10:00:00 AM,62.425,17.0,,,,
106,06/21/23 10:15:00 AM,62.769,10.0,,,,
107,06/21/23 10:30:00 AM,62.769,18.0,,,,
108,06/21/23 10:45:00 AM,62.940,17.0,,,,
109,06/21/23 11:00:00 AM,63.111,24.0,,,,
110,06/21/23 11:15:00 AM,63.111,25.0,,,,
111,06/21/23 11:30:00 AM,63.111,29.0,,,,
112,06/21/23 11:45:00 AM,63.111,9.0,,,,
113,06/21/23 12:00:00 PM,63.282,11.0,,,,
114,06/21/23 12:15:00 PM,63.282,29.0,,,,
115,06/21/23 12:30:00 PM,63.282,32.0,,,,
116,06/21/23 12:45:00 PM,63.282,33.0,,,,
117,06/21/23 01:00:00 PM,63.455,24.0,,,,
118,06/21/23 01:15:00 PM,63.282,29.0,,,,
119,06/21/23 01:30:00 PM,63.455,37.0,,,,
120,06/21/23 01:45:00 PM,63.455,39.0,,,,
121,06/21/23 02:00:00 PM,63.455,38.0,,,,
122,06/21/23 02:15:00 PM,64.139,64.0,,,,
123,06/21/23 02:30:00 PM,63.797,65.0,,,,
124,06/21/23 02:45:00 PM,63.968,64.0,,,,
125,06/21/23 03:00:00 PM,63.968,63.0,,,,
126,06/21/23 03:15:00 PM,64.652,55.0,,,,
127,06/21/23 03:30:00 PM,64.652,49.0,,,,
128,06/21/23 03:45:00 PM,64.481,48.0,,,,
129,06/21/23 04:00:00 PM,64.481,45.0,,,,
130,06/21/23 04:15:00 PM,64.481,38.0,,,,
131,06/21/23 04:30:00 PM,64.652,34.0,,,,
132,06/21/23 04:45:00 PM,64.310,29.0,,,,
133,06/21/23 05:00:00 PM,64.481,28.0,,,,
134,06/21/23 05:15:00 PM,64.652,23.0,,,,
135,06/21/23 05:30:00 PM,64.310,15.0,,,,
136,06/21/23 05:45:00 PM,63.797,9.0,,,,
137,06/21/23 06:00:00 PM,63.626,8.0,,,,
138,06/21/23 06:15:00 PM,63.455,4.0,,,,
139,06/21/23 06:30:00 PM,63.282,4.0,,,,
140,06/21/23 06:45:00 PM,63.282,3.0,,,,
141,06/21/23 07:00:00 PM,63.626,1.0,,,,
142,06/21/23 07:15:00 PM,63.626,1.0,,,,
143,06/21/23 07:30:00 PM,63.797,1.0,,,,
144,06/21/23 07:45:00 PM,63.968,0.0,,,,
145,06/21/23 08:00:00 PM,63.968,0.0,,,,
146,06/21/23 08:15:00 PM,63.968,0.0,,,,
147,06/21/23 08:30:00 PM,63.968,0.0,,,,
148,06/21/23 08:45:00 PM,63.968,0.0,,,,
149,06/21/23 09:00:00 PM,63.968,0.0,,,,
150,06/21/23 09:15:00 PM,63.968,0.0,,,,
151,06/21/23 09:30:00 PM,63.968,0.0,,,,
152,06/21/23 09:45:00 PM,63.968,0.0,,,,
153,06/21/23 10:00:00 PM,63.797,0.0,,,,
154,06/21/23 10:15:00 PM,63.797,0.0,,,,
155,06/21/23 10:30:00 PM,63.797,0.0,,,,
156,06/21/23 10:45:00 PM,63.797,0.0,,,,
157,06/21/23 11:00:00 PM,63.797,0.0,,,,
158,06/21/23 11:15:00 PM,63.797,0.0,,,,
159,06/21/23 11:30:00 PM,63.968,0.0,,,,
160,06/21/23 11:45:00 PM,63.968,0.0,,,,
161,06/22/23 12:00:00 AM,63.968,0.0,,,,
162,06/22/23 12:15:00 AM,63.968,0.0,,,,
163,06/22/23 12:30:00 AM,63.968,0.0,,,,
164,06/22/23 12:45:00 AM,63.797,0.0,,,,
165,06/22/23 01:00:00 AM,63.626,0.0,,,,
166,06/22/23 01:15:00 AM,63.797,0.0,,,,
167,06/22/23 01:30:00 AM,63.626,0.0,,,,
168,06/22/23 01:45:00 AM,63.626,0.0,,,,
169,06/22/23 02:00:00 AM,63.626,0.0,,,,
170,06/22/23 02:15:00 AM,63.626,0.0,,,,
171,06/22/23 02:30:00 AM,63.968,0.0,,,,
172,06/22/23 02:45:00 AM,63.797,0.0,,,,
173,06/22/23 03:00:00 AM,63.968,0.0,,,,
174,06/22/23 03:15:00 AM,63.968,0.0,,,,
175,06/22/23 03:30:00 AM,63.797,0.0,,,,
176,06/22/23 03:45:00 AM,63.797,0.0,,,,
177,06/22/23 04:00:00 AM,63.968,0.0,,,,
178,06/22/23 04:15:00 AM,63.968,0.0,,,,
179,06/22/23 04:30:00 AM,63.968,0.0,,,,
180,06/22/23 04:45:00 AM,63.968,0.0,,,,
181,06/22/23 05:00:00 AM,63.968,0.0,,,,
182,06/22/23 05:15:00 AM,63.797,0.0,,,,
183,06/22/23 05:30:00 AM,63.797,0.0,,,,
184,06/22/23 05:45:00 AM,63.797,0.0,,,,
185,06/22/23 06:00:00 AM,63.797,0.0,,,,
186,06/22/23 06:15:00 AM,63.626,1.0,,,,
187,06/22/23 06:30:00 AM,63.111,1.0,,,,
188,06/22/23 06:45:00 AM,63.111,1.0,,,,
189,06/22/23 07:00:00 AM,63.111,2.0,,,,
190,06/22/23 07:15:00 AM,63.111,3.0,,,,
191,06/22/23 07:30:00 AM,63.282,5.0,,,,
192,06/22/23 07:45:00 AM,63.626,6.0,,,,
193,06/22/23 08:00:00 AM,63.455,4.0,,,,
194,06/22/23 08:15:00 AM,63.626,4.0,,,,
195,06/22/23 08:30:00 AM,63.797,6.0,,,,
196,06/22/23 08:45:00 AM,63.111,4.0,,,,
197,06/22/23 09:00:00 AM,62.940,4.0,,,,
198,06/22/23 09:15:00 AM,63.111,8.0,,,,
199,06/22/23 09:30:00 AM,63.626,9.0,,,,
200,06/22/23 09:45:00 AM,63.626,12.0,,,,
201,06/22/23 10:00:00 AM,63.626,16.0,,,,
202,06/22/23 10:15:00 AM,63.282,12.0,,,,
203,06/22/23 10:30:00 AM,63.282,12.0,,,,
204,06/22/23 10:45:00 AM,63.111,10.0,,,,
205,06/22/23 11:00:00 AM,63.111,6.0,,,,
206,06/22/23 11:15:00 AM,63.111,7.0,,,,
207,06/22/23 11:30:00 AM,63.282,7.0,,,,
208,06/22/23 11:45:00 AM,63.282,10.0,,,,
209,06/22/23 12:00:00 PM,63.282,11.0,,,,
210,06/22/23 12:15:00 PM,63.455,16.0,,,,
211,06/22/23 12:30:00 PM,63.455,11.0,,,,
212,06/22/23 12:45:00 PM,63.455,17.0,,,,
213,06/22/23 01:00:00 PM,63.455,9.0,,,,
214,06/22/23 01:15:00 PM,63.797,9.0,,,,
215,06/22/23 01:30:00 PM,63.797,10.0,,,,
216,06/22/23 01:45:00 PM,63.797,18.0,,,,
217,06/22/23 02:00:00 PM,63.797,22.0,,,,
218,06/22/23 02:15:00 PM,63.282,16.0,,,,
219,06/22/23 02:30:00 PM,63.455,15.0,,,,
220,06/22/23 02:45:00 PM,63.626,13.0,,,,
221,06/22/23 03:00:00 PM,63.626,9.0,,,,
222,06/22/23 03:15:00 PM,63.626,8.0,,,,
223,06/22/23 03:30:00 PM,63.626,10.0,,,,
224,06/22/23 03:45:00 PM,63.797,8.0,,,,
225,06/22/23 04:00:00 PM,63.968,8.0,,,,
226,06/22/23 04:15:00 PM,63.626,7.0,,,,
227,06/22/23 04:30:00 PM,63.455,8.0,,,,
228,06/22/23 04:45:00 PM,63.455,8.0,,,,
229,06/22/23 05:00:00 PM,63.797,7.0,,,,
230,06/22/23 05:15:00 PM,64.652,5.0,,,,
231,06/22/23 05:30:00 PM,64.652,4.0,,,,
232,06/22/23 05:45:00 PM,64.825,5.0,,,,
233,06/22/23 06:00:00 PM,64.139,4.0,,,,
234,06/22/23 06:15:00 PM,63.797,2.0,,,,
235,06/22/23 06:30:00 PM,63.797,1.0,,,,
236,06/22/23 06:45:00 PM,63.797,0.0,,,,
237,06/22/23 07:00:00 PM,63.797,0.0,,,,
238,06/22/23 07:15:00 PM,63.626,0.0,,,,
239,06/22/23 07:30:00 PM,63.626,0.0,,,,
240,06/22/23 07:45:00 PM,63.797,0.0,,,,
241,06/22/23 08:00:00 PM,63.626,0.0,,,,
242,06/22/23 08:15:00 PM,63.626,0.0,,,,
243,06/22/23 08:30:00 PM,63.455,0.0,,,,
244,06/22/23 08:45:00 PM,63.455,0.0,,,,
245,06/22/23 09:00:00 PM,63.282,0.0,,,,
246,06/22/23 09:15:00 PM,63.455,0.0,,,,
247,06/22/23 09:30:00 PM,63.282,0.0,,,,
248,06/22/23 09:45:00 PM,63.282,0.0,,,,
249,06/22/23 10:00:00 PM,63.455,0.0,,,,
250,06/22/23 10:15:00 PM,63.968,0.0,,,,
251,06/22/23 10:30:00 PM,64.139,0.0,,,,
252,06/22/23 10:45:00 PM,64.139,0.0,,,,
253,06/22/23 11:00:00 PM,63.626,0.0,,,,
254,06/22/23 11:15:00 PM,63.455,0.0,,,,
255,06/22/23 11:30:00 PM,63.455,0.0,,,,
256,06/22/23 11:45:00 PM,63.455,0.0,,,,
257,06/23/23 12:00:00 AM,63.455,0.0,,,,
258,06/23/23 12:15:00 AM,63.455,0.0,,,,
259,06/23/23 12:30:00 AM,63.626,0.0,,,,
260,06/23/23 12:45:00 AM,63.626,0.0,,,,
261,06/23/23 01:00:00 AM,63.626,0.0,,,,
262,06/23/23 01:15:00 AM,63.626,0.0,,,,
263,06/23/23 01:30:00 AM,63.797,0.0,,,,
264,06/23/23 01:45:00 AM,63.626,0.0,,,,
265,06/23/23 02:00:00 AM,63.797,0.0,,,,
266,06/23/23 02:15:00 AM,63.797,0.0,,,,
267,06/23/23 02:30:00 AM,63.797,0.0,,,,
268,06/23/23 02:45:00 AM,63.626,0.0,,,,
269,06/23/23 03:00:00 AM,63.626,0.0,,,,
270,06/23/23 03:15:00 AM,63.797,0.0,,,,
271,06/23/23 03:30:00 AM,63.797,0.0,,,,
272,06/23/23 03:45:00 AM,63.797,0.0,,,,
273,06/23/23 04:00:00 AM,63.968,0.0,,,,
274,06/23/23 04:15:00 AM,63.968,0.0,,,,
275,06/23/23 04:30:00 AM,63.968,0.0,,,,
276,06/23/23 04:45:00 AM,63.968,0.0,,,,
277,06/23/23 05:00:00 AM,63.968,0.0,,,,
278,06/23/23 05:15:00 AM,63.968,0.0,,,,
279,06/23/23 05:30:00 AM,63.968,0.0,,,,
280,06/23/23 05:45:00 AM,63.968,0.0,,,,
281,06/23/23 06:00:00 AM,63.968,0.0,,,,
282,06/23/23 06:15:00 AM,64.139,0.0,,,,
283,06/23/23 06:30:00 AM,64.139,0.0,,,,
284,06/23/23 06:45:00 AM,63.968,0.0,,,,
285,06/23/23 07:00:00 AM,63.968,0.0,,,,
286,06/23/23 07:15:00 AM,63.968,1.0,,,,
287,06/23/23 07:30:00 AM,63.968,1.0,,,,
288,06/23/23 07:45:00 AM,63.797,1.0,,,,
289,06/23/23 08:00:00 AM,63.797,4.0,,,,
290,06/23/23 08:15:00 AM,63.968,1.0,,,,
291,06/23/23 08:30:00 AM,64.139,4.0,,,,
292,06/23/23 08:45:00 AM,64.310,3.0,,,,
293,06/23/23 09:00:00 AM,64.139,7.0,,,,
294,06/23/23 09:15:00 AM,64.310,5.0,,,,
295,06/23/23 09:30:00 AM,64.481,7.0,,,,
296,06/23/23 09:45:00 AM,64.139,6.0,,,,
297,06/23/23 10:00:00 AM,64.481,6.0,,,,
298,06/23/23 10:15:00 AM,64.652,8.0,,,,
299,06/23/23 10:30:00 AM,64.139,6.0,,,,
300,06/23/23 10:45:00 AM,63.797,8.0,,,,
301,06/23/23 11:00:00 AM,63.797,14.0,,,,
302,06/23/23 11:15:00 AM,63.797,14.0,,,,
303,06/23/23 11:30:00 AM,63.797,20.0,,,,
304,06/23/23 11:45:00 AM,63.797,22.0,,,,
305,06/23/23 12:00:00 PM,63.968,20.0,,,,
306,06/23/23 12:15:00 PM,63.968,23.0,,,,
307,06/23/23 12:30:00 PM,63.968,29.0,,,,
308,06/23/23 12:45:00 PM,63.968,29.0,,,,
309,06/23/23 01:00:00 PM,63.968,27.0,,,,
310,06/23/23 01:15:00 PM,63.968,30.0,,,,
311,06/23/23 01:30:00 PM,63.968,37.0,,,,
312,06/23/23 01:45:00 PM,63.968,41.0,,,,
313,06/23/23 02:00:00 PM,64.139,37.0,,,,
314,06/23/23 02:15:00 PM,64.310,42.0,,,,
315,06/23/23 02:30:00 PM,64.139,41.0,,,,
316,06/23/23 02:45:00 PM,64.310,31.0,,,,
317,06/23/23 03:00:00 PM,64.652,26.0,,,,
318,06/23/23 03:15:00 PM,64.310,16.0,,,,
319,06/23/23 03:30:00 PM,64.481,17.0,,,,
320,06/23/23 03:45:00 PM,64.139,20.0,,,,
321,06/23/23 04:00:00 PM,64.310,16.0,,,,
322,06/23/23 04:15:00 PM,64.139,19.0,,,,
323,06/23/23 04:30:00 PM,64.139,11.0,,,,
324,06/23/23 04:45:00 PM,64.310,24.0,,,,
325,06/23/23 05:00:00 PM,65.167,23.0,,,,
326,06/23/23 05:15:00 PM,65.338,15.0,,,,
327,06/23/23 05:30:00 PM,65.509,10.0,,,,
328,06/23/23 05:45:00 PM,65.338,8.0,,,,
329,06/23/23 06:00:00 PM,65.167,4.0,,,,
330,06/23/23 06:15:00 PM,64.825,3.0,,,,
331,06/23/23 06:30:00 PM,63.968,2.0,,,,
332,06/23/23 06:45:00 PM,63.968,1.0,,,,
333,06/23/23 07:00:00 PM,63.968,0.0,,,,
334,06/23/23 07:15:00 PM,63.797,0.0,,,,
335,06/23/23 07:30:00 PM,63.968,0.0,,,,
336,06/23/23 07:45:00 PM,63.797,0.0,,,,
337,06/23/23 08:00:00 PM,63.968,0.0,,,,
338,06/23/23 08:15:00 PM,64.310,0.0,,,,
339,06/23/23 08:30:00 PM,64.310,0.0,,,,
340,06/23/23 08:45:00 PM,64.139,0.0,,,,
341,06/23/23 09:00:00 PM,64.825,0.0,,,,
342,06/23/23 09:15:00 PM,65.167,0.0,,,,
343,06/23/23 09:30:00 PM,64.996,0.0,,,,
344,06/23/23 09:45:00 PM,63.968,0.0,,,,
345,06/23/23 10:00:00 PM,63.797,0.0,,,,
346,06/23/23 10:15:00 PM,63.968,0.0,,,,
347,06/23/23 10:30:00 PM,64.139,0.0,,,,
348,06/23/23 10:45:00 PM,64.652,0.0,,,,
349,06/23/23 11:00:00 PM,64.481,0.0,,,,
350,06/23/23 11:15:00 PM,64.481,0.0,,,,
351,06/23/23 11:30:00 PM,64.481,0.0,,,,
352,06/23/23 11:45:00 PM,64.652,0.0,,,,
353,06/24/23 12:00:00 AM,64.652,0.0,,,,
354,06/24/23 12:15:00 AM,64.481,0.0,,,,
355,06/24/23 12:30:00 AM,64.481,0.0,,,,
356,06/24/23 12:45:00 AM,64.481,0.0,,,,
357,06/24/23 01:00:00 AM,64.310,0.0,,,,
358,06/24/23 01:15:00 AM,64.139,0.0,,,,
359,06/24/23 01:30:00 AM,64.139,0.0,,,,
360,06/24/23 01:45:00 AM,64.139,0.0,,,,
361,06/24/23 02:00:00 AM,64.310,0.0,,,,
362,06/24/23 02:15:00 AM,64.139,0.0,,,,
363,06/24/23 02:30:00 AM,64.139,0.0,,,,
364,06/24/23 02:45:00 AM,64.139,0.0,,,,
365,06/24/23 03:00:00 AM,64.139,0.0,,,,
366,06/24/23 03:15:00 AM,64.139,0.0,,,,
367,06/24/23 03:30:00 AM,64.139,0.0,,,,
368,06/24/23 03:45:00 AM,64.310,0.0,,,,
369,06/24/23 04:00:00 AM,64.481,0.0,,,,
370,06/24/23 04:15:00 AM,64.481,0.0,,,,
371,06/24/23 04:30:00 AM,64.481,0.0,,,,
372,06/24/23 04:45:00 AM,64.481,0.0,,,,
373,06/24/23 05:00:00 AM,64.652,0.0,,,,
374,06/24/23 05:15:00 AM,64.652,0.0,,,,
375,06/24/23 05:30:00 AM,64.481,0.0,,,,
376,06/24/23 05:45:00 AM,64.652,0.0,,,,
377,06/24/23 06:00:00 AM,64.310,0.0,,,,
378,06/24/23 06:15:00 AM,64.139,0.0,,,,
379,06/24/23 06:30:00 AM,63.968,1.0,,,,
380,06/24/23 06:45:00 AM,64.139,0.0,,,,
381,06/24/23 07:00:00 AM,64.139,0.0,,,,
382,06/24/23 07:15:00 AM,64.139,1.0,,,,
383,06/24/23 07:30:00 AM,64.139,2.0,,,,
384,06/24/23 07:45:00 AM,64.139,2.0,,,,
385,06/24/23 08:00:00 AM,64.139,0.0,,,,
386,06/24/23 08:15:00 AM,64.139,1.0,,,,
387,06/24/23 08:30:00 AM,64.139,1.0,,,,
388,06/24/23 08:45:00 AM,64.310,1.0,,,,
389,06/24/23 09:00:00 AM,64.652,1.0,,,,
390,06/24/23 09:15:00 AM,64.652,2.0,,,,
391,06/24/23 09:30:00 AM,64.481,2.0,,,,
392,06/24/23 09:45:00 AM,64.310,2.0,,,,
393,06/24/23 10:00:00 AM,64.310,2.0,,,,
394,06/24/23 10:15:00 AM,64.481,1.0,,,,
395,06/24/23 10:30:00 AM,64.139,1.0,,,,
396,06/24/23 10:45:00 AM,63.968,1.0,,,,
397,06/24/23 11:00:00 AM,63.968,3.0,,,,
398,06/24/23 11:15:00 AM,64.139,5.0,,,,
399,06/24/23 11:30:00 AM,64.652,4.0,,,,
400,06/24/23 11:45:00 AM,64.652,9.0,,,,
401,06/24/23 12:00:00 PM,64.310,6.0,,,,
402,06/24/23 12:15:00 PM,64.139,9.0,,,,
403,06/24/23 12:30:00 PM,64.139,4.0,,,,
404,06/24/23 12:45:00 PM,64.139,2.0,,,,
405,06/24/23 01:00:00 PM,64.481,14.0,,,,
406,06/24/23 01:15:00 PM,65.167,18.0,,,,
407,06/24/23 01:30:00 PM,64.825,12.0,,,,
408,06/24/23 01:45:00 PM,64.652,14.0,,,,
409,06/24/23 02:00:00 PM,64.652,11.0,,,,
410,06/24/23 02:15:00 PM,64.652,8.0,,,,
411,06/24/23 02:30:00 PM,64.652,8.0,,,,
412,06/24/23 02:45:00 PM,64.139,9.0,,,,
413,06/24/23 03:00:00 PM,63.968,8.0,,,,
414,06/24/23 03:15:00 PM,64.139,11.0,,,,
415,06/24/23 03:30:00 PM,64.139,20.0,,,,
416,06/24/23 03:45:00 PM,64.652,12.0,,,,
417,06/24/23 04:00:00 PM,64.996,14.0,,,,
418,06/24/23 04:15:00 PM,64.996,18.0,,,,
419,06/24/23 04:30:00 PM,64.652,6.0,,,,
420,06/24/23 04:45:00 PM,64.481,6.0,,,,
421,06/24/23 05:00:00 PM,64.481,4.0,,,,
422,06/24/23 05:15:00 PM,64.481,3.0,,,,
423,06/24/23 05:30:00 PM,64.481,2.0,,,,
424,06/24/23 05:45:00 PM,64.652,2.0,,,,
425,06/24/23 06:00:00 PM,64.481,1.0,,,,
426,06/24/23 06:15:00 PM,64.310,1.0,,,,
427,06/24/23 06:30:00 PM,64.481,2.0,,,,
428,06/24/23 06:45:00 PM,64.825,1.0,,,,
429,06/24/23 07:00:00 PM,65.167,1.0,,,,
430,06/24/23 07:15:00 PM,64.825,0.0,,,,
431,06/24/23 07:30:00 PM,64.310,0.0,,,,
432,06/24/23 07:45:00 PM,64.139,0.0,,,,
433,06/24/23 08:00:00 PM,64.139,0.0,,,,
434,06/24/23 08:15:00 PM,64.139,0.0,,,,
435,06/24/23 08:30:00 PM,64.139,0.0,,,,
436,06/24/23 08:45:00 PM,64.996,0.0,,,,
437,06/24/23 09:00:00 PM,65.167,0.0,,,,
438,06/24/23 09:15:00 PM,64.825,0.0,,,,
439,06/24/23 09:30:00 PM,64.481,0.0,,,,
440,06/24/23 09:45:00 PM,64.310,0.0,,,,
441,06/24/23 10:00:00 PM,64.310,0.0,,,,
442,06/24/23 10:15:00 PM,64.310,0.0,,,,
443,06/24/23 10:30:00 PM,64.310,0.0,,,,
444,06/24/23 10:45:00 PM,64.139,0.0,,,,
445,06/24/23 11:00:00 PM,64.310,0.0,,,,
446,06/24/23 11:15:00 PM,65.167,0.0,,,,
447,06/24/23 11:30:00 PM,64.996,0.0,,,,
448,06/24/23 11:45:00 PM,65.167,0.0,,,,
449,06/25/23 12:00:00 AM,65.338,0.0,,,,
450,06/25/23 12:15:00 AM,65.338,0.0,,,,
451,06/25/23 12:30:00 AM,64.652,0.0,,,,
452,06/25/23 12:45:00 AM,64.652,0.0,,,,
453,06/25/23 01:00:00 AM,64.652,0.0,,,,
454,06/25/23 01:15:00 AM,64.825,0.0,,,,
455,06/25/23 01:30:00 AM,64.652,0.0,,,,
456,06/25/23 01:45:00 AM,64.652,0.0,,,,
457,06/25/23 02:00:00 AM,64.481,0.0,,,,
458,06/25/23 02:15:00 AM,64.310,0.0,,,,
459,06/25/23 02:30:00 AM,64.481,0.0,,,,
460,06/25/23 02:45:00 AM,64.481,0.0,,,,
461,06/25/23 03:00:00 AM,64.310,0.0,,,,
462,06/25/23 03:15:00 AM,64.310,0.0,,,,
463,06/25/23 03:30:00 AM,64.310,0.0,,,,
464,06/25/23 03:45:00 AM,64.310,0.0,,,,
465,06/25/23 04:00:00 AM,64.310,0.0,,,,
466,06/25/23 04:15:00 AM,64.481,0.0,,,,
467,06/25/23 04:30:00 AM,64.652,0.0,,,,
468,06/25/23 04:45:00 AM,64.825,0.0,,,,
469,06/25/23 05:00:00 AM,64.825,0.0,,,,
470,06/25/23 05:15:00 AM,64.825,0.0,,,,
